City,Year,Latitude,Longitude,Historical_Event_Count,Frequency_Past_EQ,Average_Magnitude,Time_Since_Last_Event,Nearby_Fault_Activity,Seismic_Zone,Proximity_to_Fault_Line_km,Soil_Type,Depth_km,Magnitude,Predicted_Hazard_Level,Building_Type,Building_Age_Years,Building_Material,Population_Density,Predicted_Damage_Level,Estimated_Damage_Percent,Average_Building_Value_INR,Number_of_Structures,Insurance_Coverage,Estimated_Financial_Loss_INR,Estimated_Insurance_Recovery_INR,Net_Economic_Impact_INR,Risk_Propensity_Score,Hazard_Scenario_Type,Disaster_Preparedness_Index,Infrastructure_Density,Economic_Resilience_Score,Time_to_Recovery_Days
Tokyo,1695,44.3775,136.4663,61,3.49,4.92,37,Moderate,V,37.41,Rocky,19.6,6.1,Low,Commercial,96,Wood,High,High,21.23,35037406.99,790,None,5876368788.14,0.0,5876368788.14,0.69,Worst case,0.84,4.09,0.8,236
Yokohama,1885,41.6704,141.4128,69,3.95,6.71,83,Moderate,IV,18.42,Rocky,33.1,4.1,Moderate,Residential,63,Mixed,Medium,Low,27.44,21346807.64,617,None,3614116998.13,0.0,3614116998.13,0.32,Best case,0.6,2.91,0.7,246
Yokohama,1606,43.4688,143.3218,28,2.24,6.33,17,Low,II,42.24,Soft,21.2,6.3,High,High-rise,38,Brick,Medium,Moderate,13.07,49945737.99,308,None,2010595650.23,0.0,2010595650.23,0.94,Best case,0.82,34.04,0.11,704
Kobe,1923,38.5674,134.5605,12,0.74,4.08,58,Moderate,V,42.46,Soft,31.4,4.1,High,Hospital,48,Wood,Medium,Moderate,31.54,1771402.74,424,None,236888979.86,0.0,236888979.86,0.79,Worst case,0.66,38.35,0.14,236
Fukuoka,1750,37.6745,130.0802,2,3.16,7.03,9,Moderate,II,19.53,Soft,9.5,6.6,High,School,19,Wood,High,High,42.59,35662453.0,948,Partial,14398829518.6,7199414759.3,7199414759.3,0.62,Worst case,0.61,43.55,0.44,724
Fukuoka,1746,39.2779,139.4961,4,4.98,7.43,3,Moderate,III,43.05,Soft,35.0,7.8,Low,High-rise,14,Brick,Medium,Moderate,9.53,23283452.79,923,Full,2048056745.97,2048056745.97,0.0,0.43,Best case,0.88,6.39,0.93,674
Fukuoka,1677,30.8159,139.6639,88,3.28,4.96,82,High,IV,37.39,Rocky,57.7,5.7,High,Commercial,76,Brick,High,Moderate,8.6,29406581.7,730,Full,1846145199.13,1846145199.13,0.0,0.85,Best case,0.25,1.94,0.8,404
Nagoya,1889,32.5715,136.8037,39,4.03,7.36,2,Low,III,31.95,Stiff,67.0,7.5,Low,School,66,Wood,High,Moderate,53.67,14573613.69,813,Partial,6359008334.01,3179504167.005,3179504167.005,0.17,Best case,0.77,5.65,0.63,689
Kobe,1874,30.4762,136.35,29,4.59,6.16,54,High,IV,44.15,Stiff,47.8,4.8,Low,Residential,45,Brick,High,High,87.98,34489235.09,164,None,4976355161.28,0.0,4976355161.28,0.76,Worst case,0.36,40.33,1.0,241
Niigata,1910,33.2434,140.3682,94,4.87,5.63,94,Moderate,IV,38.8,Stiff,13.3,5.4,Low,Hospital,53,Wood,High,Low,87.9,41031721.46,73,Partial,2632882470.92,1316441235.46,1316441235.46,0.9,Best case,0.38,28.04,0.81,100
Osaka,1893,33.1619,133.4405,19,0.37,7.3,31,High,II,8.37,Stiff,14.6,7.9,Low,High-rise,40,Wood,Medium,High,14.73,1426601.21,928,Full,195008396.44,195008396.44,0.0,0.82,Worst case,0.39,15.67,0.31,89
Niigata,1902,42.3993,135.4839,35,3.4,4.22,25,Low,V,40.45,Stiff,14.5,5.4,Moderate,School,88,Steel,Medium,Moderate,18.17,5054104.95,651,Full,597833395.99,597833395.99,0.0,0.85,Likely,0.74,31.24,0.24,221
Yokohama,1816,38.7105,137.5826,23,3.16,4.96,61,Low,IV,43.77,Rocky,33.7,7.9,High,Hospital,57,Concrete,Medium,Low,65.79,14814033.1,235,None,2290345808.48,0.0,2290345808.48,0.51,Worst case,0.75,29.14,0.7,428
Niigata,1888,32.9887,130.6744,38,2.86,6.68,39,Moderate,III,18.57,Rocky,17.7,6.0,Low,School,80,Steel,Low,High,60.76,28419363.87,47,None,811577457.91,0.0,811577457.91,0.85,Best case,0.43,43.13,0.47,468
Hiroshima,2022,40.478,136.2422,95,0.72,4.69,80,High,V,40.89,Stiff,38.2,6.9,Moderate,High-rise,60,Wood,High,Moderate,46.62,32592517.18,141,None,2142443042.81,0.0,2142443042.81,0.97,Likely,0.94,37.34,0.35,220
Fukuoka,1823,38.5632,132.7791,93,4.29,5.72,97,High,V,45.16,Stiff,44.3,6.3,High,Residential,72,Wood,Medium,Moderate,36.55,39496512.07,553,None,7983094264.36,0.0,7983094264.36,0.82,Best case,0.43,5.26,0.6,378
Tokyo,1814,41.9389,132.6268,88,0.22,4.88,84,Low,V,43.7,Soft,21.2,5.1,Low,High-rise,13,Mixed,High,High,58.0,30413791.57,954,Full,16828559151.51,16828559151.51,0.0,0.66,Worst case,0.78,8.45,0.51,302
Sendai,1692,34.4092,133.5563,90,0.3,5.02,7,Moderate,IV,46.23,Soft,56.1,6.4,Moderate,Commercial,28,Wood,High,High,69.65,8570118.0,11,Full,65659959.06,65659959.06,0.0,0.78,Best case,0.56,35.5,0.94,527
Kobe,1800,35.968,142.4133,12,3.4,6.67,54,Low,IV,32.33,Soft,19.7,6.7,Low,Hospital,52,Concrete,Low,Moderate,48.34,25562506.59,480,Full,5931319529.09,5931319529.09,0.0,0.66,Best case,0.35,42.8,0.94,396
Sapporo,1712,32.4102,130.3746,97,1.16,5.18,11,High,II,36.23,Rocky,12.3,6.4,Low,Hospital,72,Brick,Medium,Low,83.4,35085607.97,116,None,3394322057.45,0.0,3394322057.45,0.82,Likely,0.45,37.79,0.21,302
Fukuoka,1939,33.1617,138.3468,84,2.87,7.25,5,High,V,18.29,Rocky,25.7,7.0,Moderate,Residential,54,Wood,Low,Moderate,12.44,14857255.4,380,Full,702332177.27,702332177.27,0.0,0.41,Likely,0.13,48.11,0.7,697
Nagoya,1946,38.9594,139.8008,55,1.66,6.97,36,Low,III,44.24,Soft,53.0,5.1,High,Residential,43,Wood,High,Low,33.88,23325338.67,579,Full,4575619725.27,4575619725.27,0.0,0.74,Likely,0.74,31.51,0.99,215
Yokohama,1791,34.1719,132.1338,55,2.27,4.91,81,Moderate,II,49.58,Soft,40.2,7.9,Low,Residential,88,Steel,Medium,High,36.66,46502897.54,501,Partial,8541029081.32,4270514540.66,4270514540.66,0.25,Best case,0.32,35.8,0.35,404
Nagoya,1797,44.5211,136.7007,33,1.03,4.02,72,Low,V,37.56,Stiff,54.0,6.3,High,School,67,Mixed,Medium,High,30.01,6625049.44,292,Full,580547782.39,580547782.39,0.0,0.15,Worst case,0.11,11.41,0.7,311
Sendai,1837,40.7568,142.842,49,4.49,7.18,86,High,IV,14.94,Soft,12.0,5.8,Low,Commercial,66,Brick,Low,High,20.69,17763273.42,994,None,3653169942.97,0.0,3653169942.97,0.88,Worst case,0.84,9.49,0.54,323
Osaka,1919,40.2323,144.2485,51,3.7,6.21,87,Low,IV,5.83,Stiff,40.5,7.6,Moderate,Commercial,47,Steel,High,High,6.29,29489438.17,670,None,1242773392.8,0.0,1242773392.8,0.84,Best case,0.61,33.19,0.91,271
Nagoya,1650,38.4087,144.1399,71,4.15,6.8,4,High,IV,4.94,Rocky,9.9,5.4,High,Hospital,59,Mixed,High,Low,88.35,11520098.49,594,Full,6045736167.45,6045736167.45,0.0,0.91,Worst case,0.81,35.29,0.66,137
Osaka,1782,31.549,132.5879,71,1.55,7.28,53,High,III,21.18,Rocky,56.6,4.1,Low,High-rise,58,Mixed,Medium,Low,41.65,18028420.97,256,None,1922262357.51,0.0,1922262357.51,0.2,Best case,0.12,26.66,0.3,642
Kobe,1611,39.2096,133.7929,62,3.47,7.14,78,Moderate,II,41.03,Soft,36.0,5.4,Low,School,8,Wood,Low,High,18.46,3537508.55,611,Partial,398997711.86,199498855.93,199498855.93,0.24,Best case,0.85,18.56,0.92,192
Sendai,1854,33.3186,135.7149,60,2.92,6.67,12,High,V,22.96,Soft,24.7,7.7,Moderate,School,6,Mixed,Low,High,62.73,4751844.66,416,Full,1240026176.57,1240026176.57,0.0,0.58,Worst case,0.13,24.3,0.47,600
Niigata,1611,39.8461,144.5673,16,4.65,6.96,6,Moderate,V,20.88,Rocky,12.6,6.5,Low,School,35,Mixed,Low,High,11.53,18378644.04,621,Partial,1315934805.5,657967402.75,657967402.75,0.71,Worst case,0.95,3.29,0.39,410
Sapporo,1555,35.6019,133.83,64,2.28,6.63,69,High,III,33.79,Rocky,47.8,4.3,High,High-rise,68,Steel,High,Moderate,52.29,2428604.12,921,None,1169593643.89,0.0,1169593643.89,0.14,Likely,0.48,9.24,0.89,316
Sendai,1891,31.4359,134.7654,14,3.68,7.35,44,Low,IV,41.82,Stiff,8.3,5.9,High,School,57,Mixed,Medium,Moderate,29.28,5477331.14,239,None,383299251.31,0.0,383299251.31,0.58,Best case,0.71,21.99,0.76,200
Yokohama,1752,43.4039,139.8708,93,2.75,6.96,3,High,II,38.41,Rocky,37.5,5.7,Moderate,Commercial,15,Brick,Low,High,46.14,26190676.69,750,Partial,9063283668.57,4531641834.285,4531641834.285,0.91,Worst case,0.29,44.33,0.6,135
Fukuoka,1543,30.0957,144.6753,3,1.69,4.82,82,Moderate,IV,17.29,Stiff,48.6,7.2,High,Commercial,22,Mixed,High,Low,16.25,19730360.35,768,Partial,2462348971.68,1231174485.84,1231174485.84,0.34,Best case,0.99,2.26,0.64,628
Yokohama,1841,36.8948,136.4648,72,0.99,6.18,46,High,V,20.99,Rocky,37.3,7.7,High,School,25,Concrete,Medium,High,18.62,9375883.72,377,None,658162659.85,0.0,658162659.85,0.5,Likely,0.82,36.49,0.72,635
Sapporo,1819,31.5037,130.2489,77,0.88,5.17,9,Low,II,11.69,Soft,6.5,7.3,High,High-rise,45,Concrete,Low,Low,30.89,13961274.4,903,Partial,3894311808.93,1947155904.465,1947155904.465,0.88,Best case,0.93,21.56,0.15,360
Sendai,1610,36.3001,130.1453,98,0.24,6.04,5,Moderate,V,39.08,Rocky,25.4,5.0,Low,School,42,Concrete,Medium,High,55.01,20486536.31,767,Partial,8643816659.71,4321908329.855,4321908329.855,0.59,Best case,0.35,35.76,0.34,292
Sendai,1769,31.9795,137.6977,62,0.35,5.49,42,Moderate,III,40.28,Soft,19.6,4.9,Moderate,School,85,Concrete,Medium,High,12.45,5405896.0,813,None,547176684.28,0.0,547176684.28,0.51,Worst case,0.4,43.66,0.18,429
Nagoya,2023,34.98,139.9419,51,2.51,5.55,66,High,III,24.22,Soft,50.1,6.2,Low,Residential,77,Brick,Medium,High,53.62,40466184.14,36,Full,781126845.69,781126845.69,0.0,0.92,Best case,0.59,36.96,0.41,253
Nagoya,1894,40.1955,130.8502,99,2.97,5.18,33,Low,II,9.67,Stiff,46.7,5.0,High,Commercial,22,Brick,Low,Moderate,33.67,16283683.37,850,Partial,4660308762.08,2330154381.04,2330154381.04,0.31,Worst case,0.47,12.79,0.71,470
Sapporo,1690,32.1166,138.1837,49,2.05,4.55,74,Moderate,III,18.02,Rocky,48.6,5.1,High,School,34,Wood,Low,Low,7.55,22781884.4,616,Full,1059539879.68,1059539879.68,0.0,0.99,Likely,0.98,39.9,0.69,470
Nagoya,1591,37.6062,139.5685,94,2.39,6.17,9,Moderate,V,21.37,Rocky,26.5,6.3,High,School,16,Concrete,Low,Low,59.81,2153092.23,936,None,1205347537.15,0.0,1205347537.15,0.72,Likely,0.84,28.25,0.8,439
Yokohama,1694,37.854,133.8038,80,4.46,7.47,64,Moderate,III,32.6,Soft,55.8,7.2,Moderate,Residential,24,Steel,Medium,Moderate,48.49,3989350.01,980,Partial,1895747103.45,947873551.725,947873551.725,0.98,Best case,0.71,42.5,0.39,519
Fukuoka,1924,43.3436,144.1589,48,3.44,6.01,29,High,II,18.91,Rocky,14.3,4.1,Low,Residential,10,Mixed,Low,High,63.85,12433308.31,854,Partial,6779621921.97,3389810960.985,3389810960.985,0.7,Best case,0.69,13.3,0.69,266
Tokyo,1612,39.09,142.7417,26,3.7,5.19,89,Moderate,III,29.71,Rocky,31.7,4.5,Low,High-rise,90,Steel,Low,Moderate,6.16,4998337.28,747,None,229999489.61,0.0,229999489.61,0.86,Worst case,0.53,39.1,0.71,705
Nagoya,1821,32.6197,134.439,30,4.05,5.39,14,Low,V,44.52,Soft,42.5,6.3,High,Residential,24,Mixed,Medium,High,35.83,27788120.09,878,Full,8741792450.0,8741792450.0,0.0,0.64,Worst case,0.41,45.95,0.47,483
Sendai,1863,40.7208,134.4003,77,3.95,7.48,55,High,IV,39.61,Rocky,49.0,6.7,Moderate,School,18,Concrete,High,Moderate,54.4,13428142.22,886,None,6472149699.76,0.0,6472149699.76,0.34,Best case,0.3,33.43,0.67,491
Niigata,1700,36.6355,130.637,11,1.69,6.33,13,High,III,6.37,Soft,13.2,7.3,Low,Hospital,17,Concrete,High,High,75.68,46001479.56,619,Full,21549816313.49,21549816313.49,0.0,0.39,Worst case,0.9,32.6,0.36,235
Tokyo,1825,31.7733,130.0005,30,1.68,5.94,53,Low,V,4.6,Rocky,58.0,7.6,High,Commercial,84,Mixed,Low,High,53.09,26208605.06,335,None,4661239722.83,0.0,4661239722.83,0.83,Worst case,0.45,33.65,0.99,630
Tokyo,1918,35.8485,137.2007,43,0.57,4.62,53,High,V,22.21,Stiff,39.6,7.5,High,Residential,99,Steel,Low,Low,80.76,23726898.24,904,Full,17322306088.84,17322306088.84,0.0,0.39,Likely,0.38,20.73,0.71,355
Sapporo,1951,38.8845,140.4198,32,3.2,4.45,90,High,III,5.98,Soft,42.2,5.0,Moderate,Commercial,39,Mixed,Medium,Low,79.19,25497990.61,111,Full,2241296322.81,2241296322.81,0.0,0.18,Best case,0.8,34.01,0.79,505
Osaka,1562,36.6455,139.2566,85,1.24,4.79,71,Low,V,48.17,Soft,12.0,5.9,High,Residential,43,Brick,Low,Low,28.62,38804091.04,449,Partial,4986473154.19,2493236577.095,2493236577.095,0.15,Best case,0.19,29.69,0.59,695
Kobe,2022,34.435,143.9882,97,2.54,6.41,45,High,IV,29.93,Soft,47.4,4.6,Moderate,Residential,99,Steel,Low,Moderate,73.84,29573380.74,895,Partial,19544100982.88,9772050491.44,9772050491.44,0.9,Best case,0.17,45.48,1.0,695
Fukuoka,1925,41.5567,135.0595,50,4.57,4.07,87,Low,V,46.21,Rocky,68.4,7.3,High,Commercial,54,Mixed,Low,Moderate,33.16,34107482.21,84,Partial,950043452.47,475021726.235,475021726.235,0.94,Worst case,0.71,16.05,0.43,244
Nagoya,2008,41.8502,134.7697,56,1.95,4.22,82,Low,III,3.84,Soft,15.8,4.2,Moderate,Residential,92,Steel,Low,Low,89.81,23135234.32,423,Partial,8788989917.8,4394494958.9,4394494958.9,0.95,Best case,0.89,23.15,0.99,387
Tokyo,1988,35.8091,139.8954,63,2.34,5.39,63,Moderate,IV,40.69,Stiff,66.1,6.6,Low,School,82,Concrete,Medium,Low,21.8,9845393.19,450,None,965833071.94,0.0,965833071.94,0.64,Worst case,0.62,20.67,0.4,542
Tokyo,1830,32.4381,140.1343,3,3.7,4.73,89,Low,II,10.75,Soft,7.7,5.5,High,Residential,61,Concrete,Low,High,54.04,17928561.83,988,Partial,9572331675.18,4786165837.59,4786165837.59,0.37,Worst case,0.58,34.24,0.63,406
Hiroshima,1569,35.9447,134.4449,15,2.84,7.04,30,Moderate,III,29.78,Stiff,10.2,7.8,Moderate,High-rise,90,Steel,High,Low,44.94,25622052.96,551,Full,6344517380.72,6344517380.72,0.0,0.17,Likely,0.53,31.87,0.85,559
Sendai,1569,34.6046,132.928,0,1.68,7.46,89,Low,II,8.86,Stiff,51.9,4.2,Moderate,School,86,Mixed,Medium,High,44.91,21710145.66,775,Partial,7556270472.33,3778135236.165,3778135236.165,0.94,Likely,0.71,24.58,0.83,659
Hiroshima,1747,39.269,135.1277,20,0.16,4.79,61,High,V,17.58,Rocky,44.7,4.1,Low,Hospital,44,Mixed,Medium,Moderate,9.64,30373595.84,692,None,2026186130.17,0.0,2026186130.17,0.51,Likely,0.78,45.37,0.85,636
Kobe,1909,42.3073,142.3951,81,1.4,5.76,87,High,II,27.73,Rocky,58.7,6.5,High,Residential,25,Brick,Medium,Low,42.86,1713790.58,772,Full,567057656.08,567057656.08,0.0,0.96,Best case,0.59,30.65,0.3,660
Hiroshima,1712,37.175,130.3153,21,0.39,6.12,41,Moderate,IV,14.17,Rocky,59.4,6.2,Low,Commercial,15,Brick,Low,High,58.15,1604711.26,396,None,369523280.69,0.0,369523280.69,0.27,Worst case,0.28,19.95,0.15,652
Tokyo,1989,42.8221,144.2862,66,1.98,6.94,83,Moderate,II,23.72,Rocky,5.5,4.1,Low,Hospital,8,Brick,Medium,High,53.78,28734902.82,505,Partial,7804083521.98,3902041760.99,3902041760.99,0.28,Likely,0.33,6.56,0.93,643
Tokyo,1576,42.3351,143.5415,43,0.32,7.31,71,High,IV,14.83,Rocky,10.0,4.7,Low,Hospital,81,Concrete,High,High,72.7,38081146.42,855,Partial,23670669397.48,11835334698.74,11835334698.74,0.32,Worst case,0.42,49.49,0.72,456
Fukuoka,1963,30.7046,143.9208,42,2.82,4.27,59,High,II,8.49,Rocky,8.6,5.3,High,Residential,32,Concrete,High,Moderate,46.62,21356707.03,477,Partial,4749248981.89,2374624490.945,2374624490.945,0.62,Best case,0.12,49.44,0.14,547
Sapporo,1765,40.9298,134.7305,93,2.5,4.59,19,High,IV,8.95,Stiff,56.8,6.7,High,High-rise,45,Concrete,Low,High,45.38,46199279.9,504,Full,10566477542.18,10566477542.18,0.0,0.49,Worst case,0.66,32.73,0.86,338
Osaka,1637,40.3094,144.4242,44,1.2,5.4,50,High,V,36.98,Stiff,44.8,4.1,Moderate,Hospital,19,Steel,High,Low,33.41,36812646.94,869,Full,10687922542.77,10687922542.77,0.0,0.76,Likely,0.43,26.57,0.16,155
Hiroshima,1735,30.8943,140.3808,97,3.3,5.61,37,Moderate,II,20.14,Stiff,38.8,8.0,Low,Residential,16,Brick,High,Moderate,58.79,38677082.18,694,None,15780350089.85,0.0,15780350089.85,0.22,Best case,0.24,47.51,0.89,114
Sendai,1591,44.873,133.1247,22,1.58,6.56,22,Low,II,29.45,Rocky,66.0,5.4,Moderate,Hospital,79,Concrete,Medium,High,18.72,24115252.04,928,Partial,4189340168.79,2094670084.395,2094670084.395,0.38,Worst case,0.3,4.39,0.84,464
Fukuoka,1634,35.3225,141.7032,83,3.53,5.16,56,Moderate,III,39.81,Soft,52.8,6.4,Low,High-rise,77,Concrete,Low,Moderate,42.45,16547968.39,767,Partial,5387877850.05,2693938925.025,2693938925.025,0.48,Likely,0.64,26.17,0.36,527
Sapporo,1818,36.2327,143.6202,37,0.55,5.12,65,Moderate,V,47.07,Soft,16.3,5.9,Low,High-rise,24,Steel,Low,High,7.63,36006290.97,893,Partial,2453321040.9,1226660520.45,1226660520.45,0.47,Worst case,0.57,44.93,0.28,458
Sendai,1680,37.4178,131.8254,97,4.46,6.09,18,Moderate,IV,40.42,Soft,44.8,5.2,Low,Commercial,73,Brick,High,Moderate,53.63,9858472.38,939,Full,4964585714.41,4964585714.41,0.0,0.26,Best case,0.81,19.85,0.49,74
Osaka,1593,38.8199,136.3975,95,4.17,4.62,30,Moderate,III,8.59,Soft,38.7,4.9,Moderate,Commercial,60,Steel,Low,High,6.24,18658399.13,488,Full,568170643.59,568170643.59,0.0,0.11,Best case,0.68,33.77,0.82,417
Tokyo,1962,33.99,134.9917,51,3.56,6.32,78,High,II,33.15,Rocky,49.1,7.7,High,Hospital,42,Concrete,High,High,67.55,11211579.11,626,None,4740961977.19,0.0,4740961977.19,0.89,Best case,0.14,12.32,0.91,146
Osaka,1662,30.0139,143.5484,41,4.31,5.75,11,Low,III,17.83,Soft,64.3,4.2,Low,High-rise,71,Steel,Low,Low,31.57,21123449.02,800,None,5334938284.49,0.0,5334938284.49,0.66,Worst case,0.82,5.1,0.45,208
Fukuoka,1940,43.2943,132.2706,30,4.83,5.38,80,Low,V,9.12,Rocky,67.7,5.7,Low,Commercial,92,Mixed,High,Moderate,22.58,25718341.14,707,Partial,4105691410.59,2052845705.295,2052845705.295,0.23,Likely,0.29,16.35,0.67,496
Sapporo,1619,37.8511,143.8227,87,4.14,6.78,54,Moderate,V,38.26,Stiff,14.3,6.6,Moderate,Residential,7,Steel,Low,High,7.17,39610536.55,153,None,434531547.01,0.0,434531547.01,0.54,Worst case,0.2,13.18,0.39,529
Fukuoka,1885,37.2847,138.1889,44,4.31,7.0,33,High,IV,13.68,Stiff,64.3,4.4,High,Hospital,6,Steel,Low,High,63.02,17249225.61,858,None,9326856378.34,0.0,9326856378.34,0.7,Best case,0.31,12.93,0.38,313
Osaka,1556,42.0359,142.9213,77,2.28,4.29,53,High,II,33.12,Soft,53.9,7.2,High,Hospital,20,Concrete,High,High,29.6,39377557.28,336,None,3916334336.84,0.0,3916334336.84,0.22,Likely,0.73,37.36,0.71,64
Hiroshima,1686,43.0956,132.5329,6,3.62,5.66,70,High,IV,19.17,Soft,15.9,7.3,Moderate,Residential,33,Concrete,Low,Low,21.08,36298815.93,708,None,5417467601.82,0.0,5417467601.82,0.64,Worst case,0.51,41.61,0.85,401
Fukuoka,1862,44.008,136.0334,13,3.39,6.44,30,High,III,7.1,Soft,24.8,4.6,Moderate,Commercial,82,Brick,Low,High,39.66,44432637.74,344,None,6061962539.92,0.0,6061962539.92,0.16,Worst case,0.41,43.26,0.31,620
Niigata,1612,33.7319,144.1309,97,3.9,5.38,31,Moderate,II,49.77,Soft,64.2,4.9,Moderate,High-rise,34,Concrete,Low,Moderate,36.38,18502424.37,898,None,6044601423.25,0.0,6044601423.25,0.25,Worst case,0.25,23.67,0.13,579
Kobe,1839,30.9469,135.9513,1,0.46,6.32,55,Low,II,26.5,Rocky,35.4,5.6,Moderate,Residential,22,Steel,High,Low,21.64,41192412.63,643,Partial,5731726493.88,2865863246.94,2865863246.94,0.71,Likely,0.22,14.57,0.14,161
Sapporo,1824,37.6931,134.8128,5,1.63,6.96,68,Low,III,46.03,Stiff,27.4,4.2,Moderate,Residential,73,Mixed,Low,Moderate,40.59,11762111.5,274,Partial,1308142049.85,654071024.925,654071024.925,0.6,Worst case,0.56,14.79,0.84,186
Nagoya,1569,31.8055,131.0141,17,3.64,4.81,0,High,II,5.96,Soft,38.3,5.4,Moderate,Commercial,43,Brick,Low,High,68.24,35839047.14,115,None,2812505063.36,0.0,2812505063.36,0.2,Worst case,0.13,49.72,0.31,628
Tokyo,1730,41.2539,134.1176,12,0.5,5.58,42,High,III,33.78,Rocky,38.1,7.4,Moderate,Commercial,23,Wood,High,High,62.08,2554402.1,875,Full,1387551220.72,1387551220.72,0.0,0.51,Best case,0.99,24.68,0.99,325
Osaka,1731,34.1917,141.7375,67,4.96,7.0,28,Low,II,35.32,Rocky,27.5,4.0,High,School,76,Steel,High,Low,86.09,6972095.59,207,Partial,1242471358.34,621235679.17,621235679.17,0.4,Best case,0.84,1.03,0.38,270
Sendai,1651,32.0553,138.0638,70,1.02,5.94,54,High,V,11.2,Soft,28.6,5.8,Low,Hospital,75,Concrete,Low,High,81.95,25154891.61,434,Full,8946664214.69,8946664214.69,0.0,0.58,Likely,0.86,17.63,0.74,151
Sapporo,1664,34.471,134.806,88,4.24,7.21,66,Low,IV,31.75,Soft,13.0,4.3,Low,Hospital,35,Concrete,High,High,69.68,3094240.7,862,None,1858529684.83,0.0,1858529684.83,0.59,Worst case,0.17,47.82,0.32,557
Sapporo,1867,32.5322,142.8091,39,1.14,4.4,99,Moderate,IV,46.74,Rocky,64.1,7.3,High,Commercial,23,Steel,Low,Low,88.37,30690383.58,117,None,3173167760.45,0.0,3173167760.45,0.36,Likely,0.44,20.27,0.59,356
Nagoya,1976,38.8833,140.514,49,1.62,5.76,69,Low,II,32.74,Rocky,31.7,6.7,Low,School,58,Mixed,High,High,12.43,19490795.66,54,None,130826118.63,0.0,130826118.63,0.27,Likely,0.96,11.28,0.33,56
Osaka,1648,35.2849,130.6465,54,2.02,7.32,60,Low,V,25.18,Soft,58.9,6.0,Low,Residential,38,Brick,Medium,Low,37.44,38986492.41,163,Full,2379236469.6,2379236469.6,0.0,0.79,Best case,0.67,32.03,0.51,710
Hiroshima,1561,43.7647,143.312,31,3.51,7.23,0,Moderate,V,28.09,Rocky,48.6,7.7,Moderate,High-rise,10,Concrete,Low,Low,17.62,30226886.7,749,Full,3989157099.97,3989157099.97,0.0,0.6,Best case,0.32,21.87,0.97,711
Sendai,1792,38.4659,143.9943,79,3.51,5.27,26,Low,V,35.63,Stiff,17.6,5.9,Low,Residential,58,Wood,High,Moderate,20.31,6383292.57,208,None,269660917.96,0.0,269660917.96,0.47,Worst case,0.28,21.21,0.17,103
Sapporo,1541,40.8793,135.4059,37,1.09,5.91,96,Moderate,II,4.49,Rocky,64.2,4.0,Moderate,Residential,62,Steel,Medium,Low,74.05,17799109.28,282,None,3716827798.96,0.0,3716827798.96,0.25,Best case,0.97,11.08,0.77,690
Osaka,1774,36.6566,134.2355,73,2.72,4.68,83,Low,II,45.82,Soft,26.3,5.5,High,Hospital,49,Concrete,Low,High,14.77,1188020.13,413,None,72469346.73,0.0,72469346.73,0.62,Likely,0.62,3.67,0.38,184
Kobe,1757,36.9755,133.4047,18,0.53,5.71,25,Moderate,II,17.11,Soft,67.5,5.8,High,School,53,Steel,Low,High,21.18,45943809.0,796,Full,7745795401.98,7745795401.98,0.0,0.61,Likely,0.79,40.78,0.41,78
Sapporo,1896,42.7271,135.4488,51,3.98,6.1,45,Low,II,37.08,Rocky,57.3,7.4,Moderate,Commercial,62,Brick,Low,Low,42.91,1981138.26,127,None,107963516.28,0.0,107963516.28,0.71,Best case,0.51,37.7,0.42,177
Fukuoka,1573,32.7963,141.2405,42,0.65,6.09,32,Low,IV,37.43,Rocky,36.4,4.9,High,School,52,Wood,High,High,50.17,20393106.3,523,None,5350928808.26,0.0,5350928808.26,0.48,Worst case,0.53,45.0,0.57,619
Kobe,1958,33.7826,136.7009,25,2.6,5.5,39,Low,II,1.96,Stiff,68.5,5.0,High,Commercial,23,Wood,Medium,Moderate,37.95,7780041.84,139,Full,410401097.08,410401097.08,0.0,0.24,Likely,0.76,30.41,0.76,351
Sendai,1528,42.8333,136.2744,82,1.77,6.27,5,High,IV,24.86,Soft,16.6,4.4,High,Commercial,52,Steel,Medium,Low,74.34,30268306.54,60,Full,1350087544.91,1350087544.91,0.0,0.27,Likely,0.6,29.61,0.29,594
Nagoya,1541,31.322,141.652,58,3.43,4.96,2,Moderate,II,8.27,Stiff,50.9,6.1,High,Residential,15,Brick,Medium,Low,16.95,15037213.15,163,Full,415455643.51,415455643.51,0.0,0.14,Best case,0.39,28.43,0.87,501
Sendai,1547,41.0812,134.594,13,3.51,4.68,33,High,V,2.64,Stiff,52.2,4.5,High,Commercial,62,Steel,High,Moderate,73.98,24631426.0,880,Full,16035649480.22,16035649480.22,0.0,0.64,Worst case,0.25,19.61,0.66,161
Yokohama,1583,38.7403,131.8616,11,3.83,6.07,7,Low,V,16.42,Stiff,36.7,4.1,High,Residential,12,Brick,Low,High,46.63,26904173.6,660,Full,8279974658.79,8279974658.79,0.0,0.22,Best case,0.76,40.84,0.33,506
Yokohama,1919,35.7833,137.6003,53,3.77,6.82,49,Low,II,3.49,Rocky,63.1,5.6,Low,Hospital,9,Brick,High,High,32.87,37119488.28,255,Full,3111299828.4,3111299828.4,0.0,0.88,Likely,0.38,42.76,0.14,419
